account.id,total_deposits_usd,deposit_tx_count,first_deposit,last_deposit,total_withdraws_usd,withdraws_tx_count,first_withdraws,last_withdraws,total_borrows_usd,borrows_tx_count,first_borrows,last_borrows,total_repays_usd,repays_tx_count,first_repays,last_repays,total_liquidations_usd,liquidation_tx_count,first_liquidation,last_liquidation,net_deposit_usd,net_borrow_usd,first_action,last_action,active_days,total_tx_count,total_volume_usd,avg_tx_value_usd,deposit_to_borrow_ratio,repay_ratio,liquidation_rate,label,score
0x1676055fe954ee6fc388f9096210e5ebe0a9070c,,0.0,,,,0.0,,,2177405604.556629,65.0,2021-10-21 22:59:24,2022-03-07 18:24:19,165442161.7453262,141.0,2023-01-08 05:15:11,2023-04-03 18:04:47,,0.0,,,0.0,2011963442.811303,2021-10-21 22:59:24,2023-04-03 18:04:47,528.0,206.0,2342847766.301955,11373047.409232792,0.0,0.07598132447124573,0.0,2,100.0
0xc15753ae3b6099b8a3366b836433d6542645b876,18.572307999344265,1.0,2020-06-16 15:32:33,2020-06-16 15:32:33,,0.0,,,259218.09784885973,2.0,2021-04-02 02:11:55,2021-04-07 21:14:00,29916.341099999998,2.0,2021-08-14 00:56:28,2021-08-14 11:19:17,123.67692347998391,4.0,2025-02-04 06:28:11,2025-03-02 03:42:23,18.572307999344265,229301.75674885974,2020-06-16 15:32:33,2021-08-14 11:19:17,423.0,9.0,289276.68818033906,32141.854242259895,13957.236648132908,0.11540992449316978,0.00047711531141662514,2,83.63729946161516
0x0bcbab2fecc30b7341132b4ebb36d352e035f1bd,,0.0,,,1409.3071999998515,1.0,2020-08-22 15:09:57,2020-08-22 15:09:57,44.00191581208725,1.0,2021-04-03 13:52:57,2021-04-03 13:52:57,5658144.662767796,18.0,2021-07-28 06:04:59,2021-09-22 09:10:01,,0.0,,,-1409.3071999998515,-5658100.660851983,2020-08-22 15:09:57,2021-09-22 09:10:01,395.0,20.0,5659597.971883608,282979.8985941804,0.0,128588.59798130684,0.0,2,83.048802924822
0xf859a1ad94bcf445a406b892ef0d3082f4174088,,0.0,,,,0.0,,,,0.0,,,422247926.39069384,2505.0,2020-02-06 21:44:43,2024-02-22 08:24:11,,0.0,,,0.0,-422247926.39069384,2020-02-06 21:44:43,2024-02-22 08:24:11,1476.0,2505.0,422247926.39069384,168562.04646335082,0.0,0.0,0.0,1,74.14796321600357
0x9ce8f85083fcf364467a827cb15730102306ed1c,57383.15220037899,8.0,2019-08-09 16:38:37,2020-03-16 03:53:51,43395.37829715795,7.0,2019-09-06 13:34:42,2020-08-22 13:20:28,356849.0120395783,33.0,2020-01-23 18:21:30,2021-04-27 09:57:55,210869.14458825553,33.0,2020-02-07 04:03:32,2024-02-02 21:03:35,51590.328959571685,1.0,2024-12-24 00:03:47,2024-12-24 00:03:47,13987.773903221037,145979.86745132276,2019-08-09 16:38:37,2024-02-02 21:03:35,1638.0,82.0,720087.0160849424,8781.54897664564,6.218707030828144,0.5909197937330086,0.14457186994775756,1,74.02037273733634
0x7900c70a377f89df29d1d1939469ae3b74c5b740,,0.0,,,,0.0,,,1498660641.275498,48.0,2021-10-26 23:26:41,2022-02-27 04:12:58,,0.0,,,,0.0,,,0.0,1498660641.275498,2021-10-26 23:26:41,2022-02-27 04:12:58,123.0,48.0,1498660641.275498,31222096.69323954,0.0,0.0,0.0,1,73.948286493013
0x9cfadcd826c12d18313dc36b316d651f0cbcac9f,15056.33877057902,4.0,2019-08-10 19:46:56,2019-08-12 18:43:24,15219.784622831403,2.0,2019-09-25 00:30:25,2019-09-25 01:15:33,,0.0,,,739792.1680927164,3.0,2024-01-19 21:46:35,2024-01-21 23:49:35,,0.0,,,-163.4458522523837,-739792.1680927164,2019-08-10 19:46:56,2024-01-21 23:49:35,1625.0,9.0,770068.2914861268,85563.14349845854,0.0,0.0,0.0,1,73.78962489674444
0x78dd172718512aa63629a526543ace1ad73e105f,8958.319115525208,2.0,2019-08-05 09:09:40,2019-08-10 15:20:25,,0.0,,,,0.0,,,10714.175304,1.0,2023-12-29 09:31:59,2023-12-29 09:31:59,,0.0,,,8958.319115525208,-10714.175304,2019-08-05 09:09:40,2023-12-29 09:31:59,1607.0,3.0,19672.49441952521,6557.498139841737,0.0,0.0,0.0,1,73.37697603007719
0xaa6e8127831c9de45ae56bb1b0d4d4da6e5665bd,,0.0,,,,0.0,,,398143874.604809,1431.0,2021-03-21 05:16:52,2022-03-11 02:55:03,232044481.918543,2051.0,2021-07-27 04:09:03,2024-02-22 17:43:35,,0.0,,,0.0,166099392.68626598,2021-03-21 05:16:52,2024-02-22 17:43:35,1068.0,3482.0,630188356.523352,180984.59406184722,0.0,0.5828156521279312,0.0,1,72.3088583259835
0x0b98c377b62702748898c5c4c9ccc2e2f35f084d,,0.0,,,5429.997132717245,3.0,2019-10-09 16:18:09,2020-08-18 20:47:00,8500.0,2.0,2021-04-09 14:55:29,2021-04-25 13:23:09,3000.0,1.0,2023-12-22 22:45:35,2023-12-22 22:45:35,,0.0,,,-5429.997132717245,5500.0,2019-10-09 16:18:09,2023-12-22 22:45:35,1535.0,6.0,16929.997132717246,2821.666188786208,0.0,0.35294117647058826,0.0,1,71.7495938775154
0x2baba0cba8241fda56871589835e0b05ec64ca41,,0.0,,,,0.0,,,5228000.999233719,21.0,2020-02-05 23:26:04,2022-02-28 23:16:03,38255158.190767,9.0,2020-03-12 15:30:32,2024-02-05 21:25:11,,0.0,,,0.0,-33027157.19153328,2020-02-05 23:26:04,2024-02-05 21:25:11,1460.0,30.0,43483159.19000071,1449438.6396666905,0.0,7.317358622611999,0.0,1,70.51452708880186
0x9064f45ddb3875b83ce86602330e493e6abda6f1,100077.0423465722,3.0,2019-08-03 17:46:22,2020-03-16 00:54:09,70000.0,3.0,2020-06-21 06:15:17,2020-08-22 12:42:37,60670.719203,2.0,2021-04-02 22:41:22,2021-04-09 20:40:06,22210.78351289396,1.0,2023-08-11 16:21:35,2023-08-11 16:21:35,,0.0,,,30077.042346572198,38459.93569010604,2019-08-03 17:46:22,2023-08-11 16:21:35,1468.0,9.0,252958.54506246618,28106.505006940686,0.6062401304076716,0.3660873614927528,0.0,1,70.24454822442674
0xf0163f66ec80dda288e753e0a62c8eb71cd38684,8896.630000000001,2.0,2020-03-14 02:38:59,2020-03-15 22:13:13,,0.0,,,1045479.1609889894,71.0,2020-02-16 02:06:39,2022-03-10 20:43:29,3600175.167295705,111.0,2020-02-20 11:59:43,2024-02-05 21:10:47,,0.0,,,8896.630000000001,-2554696.006306716,2020-02-16 02:06:39,2024-02-05 21:10:47,1450.0,184.0,4654550.958284695,25296.47259937334,117.51406554942594,3.443564732452492,0.0,1,70.19853452137005
0x66c7a7348250f453a37cf86410a946f9668de386,48815.052621465926,3.0,2019-07-29 21:34:30,2019-07-31 18:59:17,296596.10149999533,4.0,2019-09-14 17:10:16,2019-10-02 08:17:52,510000.0,1.0,2021-12-24 05:34:21,2021-12-24 05:34:21,2576618.096575,9.0,2023-01-18 09:08:47,2023-08-02 00:39:59,,0.0,,,-247781.0488785294,-2066618.0965749999,2019-07-29 21:34:30,2023-08-02 00:39:59,1464.0,17.0,3432029.250696461,201884.07357038007,10.447597054842314,5.05219234622549,0.0,1,70.19494447179436
0x99fd1378ca799ed6772fe7bcdc9b30b389518962,,0.0,,,,0.0,,,1003036024.8355101,164.0,2021-03-23 02:17:15,2022-03-09 04:26:21,250681448.32765096,64.0,2021-07-28 02:50:41,2021-10-21 07:38:12,,0.0,,,0.0,752354576.5078592,2021-03-23 02:17:15,2022-03-09 04:26:21,351.0,228.0,1253717473.163161,5498760.847206847,0.0,0.24992267687370523,0.0,1,70.03836155620107
0x9389e143dff86096766cd9ff82198857745a8d7b,,0.0,,,503.67683420617044,2.0,2019-09-29 07:39:01,2019-10-04 22:54:21,497.2200000000001,1.0,2020-01-20 06:19:29,2020-01-20 06:19:29,19.081381692768183,1.0,2023-09-26 00:32:47,2023-09-26 00:32:47,,0.0,,,-503.67683420617044,478.1386183072319,2019-09-29 07:39:01,2023-09-26 00:32:47,1457.0,4.0,1019.9782158989387,254.99455397473469,0.0,0.03837613469443743,0.0,1,69.98767709339356
0x69353c7fe37875c0f83dc7170428ef8184a15914,,0.0,,,,0.0,,,4276.276584650115,5.0,2020-01-19 18:30:34,2020-01-19 21:17:08,815.4870536828937,6.0,2023-02-12 11:37:47,2024-01-10 11:20:59,,0.0,,,0.0,3460.7895309672213,2020-01-19 18:30:34,2024-01-10 11:20:59,1451.0,11.0,5091.763638333009,462.887603484819,0.0,0.190700259335451,0.0,1,69.85231288433792
0x8aceab8167c80cb8b3de7fa6228b889bb1130ee8,,0.0,,,,0.0,,,1020753720.0,42.0,2021-10-21 14:53:19,2022-03-07 21:56:25,513219116.64861804,19.0,2021-08-02 20:16:26,2021-10-21 22:59:42,,0.0,,,0.0,507534603.35138196,2021-08-02 20:16:26,2022-03-07 21:56:25,217.0,61.0,1533972836.648618,25147095.68276423,0.0,0.5027844685676169,0.0,1,69.73444255594204
0xe59f77846aefe36003ec5f8f12b62a4b01833fc8,23870.979678,1.0,2020-03-16 18:38:46,2020-03-16 18:38:46,58044.48430980359,1.0,2020-06-24 15:47:46,2020-06-24 15:47:46,140104.37,4.0,2021-03-30 03:15:33,2022-03-09 19:14:00,108399.01693932885,3.0,2021-10-17 02:56:46,2024-02-08 15:53:23,,0.0,,,-34173.50463180359,31705.353060671143,2020-03-16 18:38:46,2024-02-08 15:53:23,1423.0,9.0,330418.8509271325,36713.205658570274,5.869234186861763,0.7737018976590727,0.0,1,69.238148718096
0x7f10b0a8ece3fbf89df5422862cba7229ac3596b,13677.0,1.0,2020-03-12 17:01:56,2020-03-12 17:01:56,,0.0,,,80000.0,3.0,2022-01-13 12:40:18,2022-02-23 19:51:46,262434.39337169525,6.0,2020-03-13 04:11:45,2024-01-20 02:00:23,,0.0,,,13677.0,-182434.39337169525,2020-03-12 17:01:56,2024-01-20 02:00:23,1408.0,10.0,356111.39337169525,35611.13933716952,5.8492359435548735,3.2804299171461904,0.0,1,68.9027309448744
